epoch,acc,loss
0,0.8141732243119129,0.1562051522378947
1,0.9287963935307094,0.07033161645916504
2,0.9553430754905075,0.04640385953744054
3,0.969178848044006,0.032501847065353494
4,0.980202471177409,0.02234001300504318
5,0.9844769371507943,0.018094835508666113
6,0.9893138337591233,0.014697739489069335
7,0.9912260947801399,0.010798600786270957
8,0.9930258701703143,0.008283964880485863
9,0.9948256455604888,0.008550279877173841
